ID,"By agreeing to take part in this survey, you confirm that you have read, understood and agreed with the following statements. Please note that this survey will skip to the end if you disagree to take part: 
 
 _I agree that data gathered in this study will be stored anonymously and securely, and will be used for research purposes only. _
 
 _I understand that my participation is voluntary and that I am free to withdraw at any time without giving reason. _
 
 _I understand that all personal information will remain confidentially within OLIO's database, and that no personally identifiable information will be shared with any third party, and that no data will be made available that can allow me to be personally identified in the results of this research. _
 
 _I am 18 years of age or older. _
 
 I agree to take part in this survey:",How would you describe your gender?,What range best describes your age group?,Do you have any physical or mental health conditions or illnesses that are limiting your day to day activities?,Which of the following best describes your household?,"In general, how satisfied are you with your life?","Compared to others in my neighbourhood, I think my life overall is...",How often do you feel that you lack companionship?,How often do you feel isolated from others or left out?,To what extent are you able to turn to friends and family for help when you need it?,"How much do you agree with the following statement? 
 
 Generally, I borrow things and exchange favours with my neighbours.",Foodbank,Neighbours,Close family or friends,Community or faith group,None of the above,Other,"The next questions are about your household's diet in the past 12 months, since October of last year, and whether you were able to afford the food you needed. In the past 12 months, was the following statement true for you?
 
 We worried whether our food would run out before we got money to buy more.","The food that we bought just didn't last, and we didn't have money to get more.",We couldn't afford to eat balanced meals.,Did you or other adults in your household ever cut the size of your meals or skip meals because there wasn't enough money for food?,How often did this happen?,Did you ever eat less than you felt you should because there wasn't enough money for food?,Were you ever hungry but didn't eat because there wasn't enough money for food?,Did you lose weight because there wasn't enough money for food?,Did you or other adults in your household ever not eat for a whole day because there wasn't enough money for food?,How often did this happen?,"The next questions are about the food situation of your children. In the past 12 months, was the following statement true for you? 
 
 We relied on only a few kinds of low-cost food to feed our children because we were running out of money to buy food.","We couldn't feed our children a balanced meal, because we couldn't afford that.",The children were not eating enough because we just couldn't afford enough food.,Did you ever cut the size of any of the children's meals because there wasn't enough money for food?,Did any of the children ever skip meals because there wasn't enough money for food?,How often did this happen?,Were the children ever hungry but you just couldn't afford more food?,Did any of the children ever not eat for a whole day because there wasn't enough money for food?,household_food_security_label,Which of the following best describes the house you currently live in?,Other,Do you know the Energy Performance Certificate (EPC) rating for the house you currently live in?,Do you use a prepayment or pay-as-you-go meter to pay for your energy usage?,"The following questions are about challenges your household may have had paying energy bills or maintaining heating in your home in the past 12 months. 
 
 How frequently did your household reduce or forego expenses for basic household necessities, such as medicine or food, in order to pay an energy bill?","In the past year, how frequently did your household keep your home at a cold temperature that you felt was unsafe or unhealthy?","In the past year, how frequently did your household run behind on payments for energy bills, or receive a notice to disconnect?","In the last year, was there ever a time your household was unable to use your main source of heat because you could not afford to pay for gas or electricity?",About how many days over the past year has your household gone without heat because you could not afford to pay for gas or electricity?,"In the last year, was there ever a time your household was unable to use your main source of heat because the equipment was broken, and you couldn't afford to pay to repair or replace the equipment?","In the past year, did anyone in your household need medical attention because your home was too cold?",FS1,FS2,FS3,FS4,FS5,FS6,FS7,fuel-security_label,fuel-security_score,"In the past year, how often did you worry about making energy payments?","In the past year, how often did you worry about making rent/ mortgage payments?",Consider your grocery shopping habits in the past 12 months. How often have you avoided food that requires cooking to reduce energy usage?,Working full-time,Working part-time,Unemployed,Retired,Not working- looking after house/ children,Not working- long term sick or disabled,Student,Other,What is your annual household income before tax?,user_id,Start Date (UTC),Submit Date (UTC),response_time,survey_date,incentivised,lad_code,msoa_code,imd_decile
9g2ll1tizy8xudmulfzn9g2ll12pn0pq,1,Female,30 to 34,No,Living on my own WITH children under 18,7,The same,Hardly ever or never,Some of the time,To a large extent,Definitely agree,,,Close family or friends,,,,Often true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,Yes,,Sometimes true,Sometimes true,Never true,No,No,,No,No,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Some months but not every month,Some months but not every month,Never,1,20,0,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Some months but not every month,,,,,Not working- looking after house/ children,,,,"£14,901- £24,300 p.a.",6246179,27/11/2022 12:47,27/11/2022 12:52,5,27/11/2022,1,E09000032,E02000938,4
9gp0dv12aej3l9gp0kzk4algi7mqqawp,1,Female,30 to 34,No,Living on my own WITH children under 18,1,The same,Some of the time,Some of the time,To some extent,Definitely disagree,Foodbank,Neighbours,Close family or friends,Community or faith group,,,Sometimes true,Sometimes true,Sometimes true,No,,No,Yes,Yes,Yes,,Often true,Often true,Often true,Yes,No,,No,Yes,Very low food security,Living in rented accommodation arranged by the Local Authority,,A,Yes,Almost every month,Some months but not every month,Almost every month,1,50,1,1,,,,,,,,Very low fuel-security,0,Some months but not every month,Some months but not every month,Some months but not every month,,,,Retired,,,,,"Less than £14,900 p.a.",6509917,22/11/2022 15:54,22/11/2022 15:57,3,22/11/2022,1,E09000019,E02000569,2
9wkz6coamwmefqi3v2ir9wkz6cy6fyu9,1,Female,20 to 24,No,Living with partner/ spouse/ older relative WITH children under 18,5,Better,Some of the time,Hardly ever or never,To a large extent,Definitely disagree,Foodbank,,,,,,Sometimes true,Sometimes true,Often true,Yes,Almost every month,Yes,Yes,Yes,Yes,,Sometimes true,Sometimes true,Never true,No,No,,No,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Some months but not every month,Never,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,1 or 2 months,Never,Some months but not every month,,,,,Not working- looking after house/ children,,Student,,"Less than £14,900 p.a.",2817847,03/12/2022 13:37,03/12/2022 13:44,7,03/12/2022,1,E09000015,E02000459,3
a32hbcgfwi8911o2za32hbct8s51bq0k,1,Female,65 to 69,Prefer not to say,Living with partner/ spouse/ older relative WITH children under 18,5,The same,Often,Some of the time,To some extent,Tend to agree,,,,,None of the above,Olio,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,No,,Often true,Often true,Often true,No,No,,No,No,Very low food security,Buying the house on a mortgage,,Don't know,No,1 or 2 months,Some months but not every month,Never,1,35,0,0,,,,,,,,Marginal fuel-security,0,Almost every month,Some months but not every month,Almost every month,,,,Retired,,,,,"Less than £14,900 p.a.",2823400,27/11/2022 13:55,27/11/2022 14:02,7,27/11/2022,1,E09000029,E02000847,10
bg944k7f1dfuryk0pvfbg91cs683jyzh,1,Female,40 to 44,Yes,Living on my own WITH children under 18,8,Better,Often,Some of the time,To some extent,Tend to agree,,,,,None of the above,,Often true,Often true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,No,,Often true,Sometimes true,Sometimes true,No,No,,No,No,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Almost every month,Some months but not every month,Almost every month,0,,0,0,,,,,,,,Low fuel-security,0,Almost every month,Some months but not every month,Almost every month,,,,,,Not working- long term sick or disabled,,,"£14,901- £24,300 p.a.",6681399,22/11/2022 17:35,22/11/2022 17:43,8,22/11/2022,1,E09000011,E02000314,5
cbbbdj5dpk2yif56ycbbr2b0jxht6ifi,1,Female,50 to 54,No,Living with partner/ spouse/ older relative WITH children under 18,10,Better,Some of the time,Some of the time,To some extent,Tend to disagree,,,,Community or faith group,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,No,No,,Often true,Often true,Sometimes true,No,Yes,Almost every month,No,No,Very low food security,Living in rented accommodation from Housing Association,,Don't know,No,Almost every month,Almost every month,Never,1,5,1,1,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Almost every month,,,,,Not working- looking after house/ children,,,,"Less than £14,900 p.a.",3681804,27/11/2022 13:58,27/11/2022 14:08,10,27/11/2022,1,E09000008,E02000230,7
cvr58xgrc9edxrdcvrymikt6aqve5dxi,1,Female,50 to 54,No,Living on my own WITH children under 18,8,The same,Hardly ever or never,Hardly ever or never,To some extent,Definitely disagree,,,,,None of the above,,Often true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,No,Yes,No,,Sometimes true,Often true,Sometimes true,Yes,No,,No,No,Very low food security,Buying the house on a mortgage,,D,No,Some months but not every month,Almost every month,Never,0,,0,0,,,,,,,,Low fuel-security,0,Almost every month,1 or 2 months,Almost every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",6640421,22/11/2022 22:17,22/11/2022 22:27,10,22/11/2022,1,E09000008,E02000207,3
f0zs984bwcrvflixo0ikf0zs98vo883u,1,Female,25 to 29,Yes,Living on my own WITH children under 18,4,The same,Often,Often,To some extent,Definitely disagree,Foodbank,,Close family or friends,Community or faith group,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,No,,Sometimes true,Sometimes true,Sometimes true,No,No,,No,No,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Don't know,Some months but not every month,Some months but not every month,Never,0,,0,0,,,,,,,,Low fuel-security,0,1 or 2 months,1 or 2 months,Almost every month,Working full-time,Working part-time,,,,,,,"Less than £14,900 p.a.",1977350,22/11/2022 20:41,22/11/2022 20:48,7,22/11/2022,1,E09000008,E02000207,3
g7l2dmys3g8sq95d4ns3g7l2m8xsrnfx,1,Male,60 to 64,No,Living with partner/ spouse/ older relative WITH children under 18,8,The same,Some of the time,Hardly ever or never,To some extent,Tend to agree,Foodbank,,,,,,Sometimes true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,No,,Sometimes true,Sometimes true,Sometimes true,No,No,,No,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Some months but not every month,Almost every month,Never,1,30,0,1,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Almost every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",6265451,23/11/2022 17:36,23/11/2022 17:52,16,22/11/2022,1,E09000014,E02000420,2
h4bbv83ljvdfs94h4b1a532sd9hdf9r1,1,Female,30 to 34,Yes,Living on my own WITH children under 18,5,Worse,Some of the time,Some of the time,To some extent,Tend to agree,Foodbank,Neighbours,Close family or friends,Community or faith group,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,No,,Sometimes true,Sometimes true,Sometimes true,No,No,,No,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,No,Almost every month,Some months but not every month,Some months but not every month,0,,1,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Almost every month,,,,,Not working- looking after house/ children,,,,"Less than £14,900 p.a.",5373976,23/11/2022 15:22,23/11/2022 15:27,5,22/11/2022,1,E09000019,E02000568,3
kf2z86hhtuq10r11kf2zwoza56e54xw6,1,Female,30 to 34,Yes,Living on my own WITH children under 18,5,Worse,Some of the time,Often,To some extent,Definitely agree,Foodbank,Neighbours,Close family or friends,,,,Often true,Often true,Often true,Yes,Some months but not every month,Yes,Yes,Yes,Yes,,Often true,Often true,Sometimes true,No,No,,No,No,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,1 or 2 months,Some months but not every month,Never,0,,1,0,,,,,,,,Low fuel-security,0,Some months but not every month,Never,Some months but not every month,,,,,Not working- looking after house/ children,,,Carer for family member,Prefer not to say,1278178,27/11/2022 13:20,27/11/2022 13:27,7,27/11/2022,1,E09000031,E02000900,3
ktgwfo52vdxwt4sqzp3ktgwezdmymtvg,1,Female,45 to 49,Yes,Living with partner/ spouse/ older relative WITH children under 18,3,The same,Often,Often,To some extent,Definitely agree,Foodbank,,,,,,Often true,Often true,Sometimes true,Yes,Almost every month,Yes,Yes,No,No,,Often true,Often true,Sometimes true,No,Yes,Some months but not every month,No,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Almost every month,Almost every month,Never,1,0,0,0,,,,,,,,Low fuel-security,0,Almost every month,Never,Almost every month,,Working part-time,,,,,,,Prefer not to say,5198660,27/11/2022 16:01,27/11/2022 16:08,7,27/11/2022,1,E09000008,E02000209,5
kv3zil3uik1z3t0j95kv3wm4udkgjsra,1,Female,30 to 34,No,Living on my own WITH children under 18,8,The same,Some of the time,Some of the time,Not at all,Tend to disagree,Foodbank,,,,,,Often true,Often true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,Yes,,Sometimes true,Sometimes true,Never true,No,No,,No,No,Very low food security,Renting from private landlord,,Don't know,Yes,Almost every month,1 or 2 months,Never,0,,0,1,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Almost every month,Working full-time,,,,,,,,"£14,901- £24,300 p.a.",6599420,22/11/2022 19:46,22/11/2022 19:53,7,22/11/2022,1,E09000018,E02000549,4
l4tp6en3s69wttrqtr3al4tp6en3r8fm,1,Female,50 to 54,No,Living with partner/ spouse/ older relative WITH children under 18,5,The same,Some of the time,Some of the time,To some extent,Tend to agree,,,Close family or friends,Community or faith group,,,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,Yes,Yes,,Sometimes true,Sometimes true,Sometimes true,No,No,,No,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,D,Don't know,1 or 2 months,1 or 2 months,1 or 2 months,0,,0,0,,,,,,,,High fuel-security,0,1 or 2 months,1 or 2 months,1 or 2 months,,Working part-time,,,,,,,"Less than £14,900 p.a.",930684,27/11/2022 22:14,27/11/2022 22:19,5,27/11/2022,1,E09000005,E02000126,2
l9xx13m94zf2xe8wjkl9xx4iw1du7scn,1,Female,25 to 29,No,Living on my own WITH children under 18,6,Worse,Hardly ever or never,Hardly ever or never,To some extent,Definitely disagree,,,,,None of the above,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,No,Yes,,Sometimes true,Often true,Often true,No,No,,No,No,Very low food security,Renting from private landlord,,D,Yes,Almost every month,Some months but not every month,Almost every month,1,20,1,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Almost every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",2137271,22/11/2022 15:33,22/11/2022 15:38,5,22/11/2022,1,E09000023,E02000670,2
m53kd9of665r2i8shzm53kd9lo5ifbfs,1,Female,30 to 34,Yes,Living on my own WITH children under 18,3,Worse,Often,Often,Not at all,Tend to agree,Foodbank,,,Community or faith group,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,Yes,,Sometimes true,Sometimes true,Never true,No,No,,No,No,Very low food security,Renting from private landlord,,Don't know,No,Some months but not every month,Almost every month,1 or 2 months,1,45,1,0,,,,,,,,Low fuel-security,0,Almost every month,Never,Almost every month,,,Unemployed,,,,,,"Less than £14,900 p.a.",4962040,27/11/2022 12:50,27/11/2022 12:57,7,27/11/2022,1,E09000008,E02000210,5
n2q77bvcyev0vdhx7i1n2q77ch0sqhei,1,Male,35 to 39,Yes,Living with partner/ spouse/ older relative WITH children under 18,8,Better,Some of the time,Some of the time,Not at all,Definitely agree,,,Close family or friends,,,,Sometimes true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,Yes,,Sometimes true,Sometimes true,Never true,No,No,,No,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Almost every month,Never,Some months but not every month,0,,1,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Never,,,,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",6618932,04/12/2022 08:54,04/12/2022 09:00,6,03/12/2022,1,E09000016,E02000467,2
n96mhgo9ovzsd41qn96mrcwg5qp22zlm,1,Male,40 to 44,No,Living with partner/ spouse/ older relative WITH children under 18,1,Worse,Often,Some of the time,Not at all,Tend to disagree,Foodbank,,,Community or faith group,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,Yes,,Sometimes true,Sometimes true,Never true,No,No,,No,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Some months but not every month,Almost every month,Almost every month,1,365,1,1,,,,,,,,Very low fuel-security,0,Almost every month,Some months but not every month,Some months but not every month,,,Unemployed,,,,,,"Less than £14,900 p.a.",6655412,22/11/2022 15:42,22/11/2022 15:48,6,22/11/2022,1,E09000008,E02000201,2
phxd1mf8m8gkmjjnru7fphxd1m5pdn7l,1,Female,40 to 44,Yes,Living on my own WITH children under 18,4,Worse,Some of the time,Some of the time,Not at all,Definitely disagree,,,,Community or faith group,,,Sometimes true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,Yes,,Often true,Sometimes true,Never true,No,No,,No,No,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Almost every month,Almost every month,Never,1,250,0,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Almost every month,,,Unemployed,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",558280,22/11/2022 21:40,22/11/2022 21:56,16,22/11/2022,1,E09000006,E02000152,6
qq73bje9tas2hp0k7qqswz1681ytrriv,1,Female,40 to 44,No,Living with partner/ spouse/ older relative WITH children under 18,5,Worse,Often,Some of the time,To a large extent,Definitely disagree,,,Close family or friends,,,,Sometimes true,Sometimes true,Often true,Yes,Some months but not every month,Yes,Yes,No,No,,Sometimes true,Sometimes true,Sometimes true,No,Yes,Some months but not every month,Yes,No,Very low food security,Buying the house on a mortgage,,Don't know,Don't know,Some months but not every month,Some months but not every month,Almost every month,0,,1,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Almost every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",5982826,22/11/2022 16:21,22/11/2022 17:43,82,22/11/2022,1,E09000015,E02000440,8
s9nlwjah5pvjdwq4lsdus9nlwisvhz01,1,Female,45 to 49,No,Living with partner/ spouse/ older relative WITH children under 18,5,The same,Often,Often,Not at all,Tend to agree,,,,,None of the above,,Sometimes true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,No,,Sometimes true,Sometimes true,Sometimes true,No,No,,No,No,Very low food security,Buying the house on a mortgage,,D,No,Almost every month,Almost every month,1 or 2 months,1,335,0,0,,,,,,,,Low fuel-security,0,Some months but not every month,Some months but not every month,Some months but not every month,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",6208085,27/11/2022 13:06,27/11/2022 13:15,9,27/11/2022,1,E09000004,E02000073,5
wdra420vtwwwj84jkpwdra4qskbg1mwo,1,Female,16 to 19,No,Living on my own WITH children under 18,7,Better,Some of the time,Some of the time,To some extent,Tend to disagree,,,Close family or friends,,,,Sometimes true,Never true,Often true,No,,Yes,Yes,Yes,Yes,,Sometimes true,Never true,Sometimes true,Yes,Yes,Some months but not every month,Yes,No,Very low food security,Buying the house on a mortgage,,D,Yes,Some months but not every month,Some months but not every month,Almost every month,1,200,1,0,,,,,,,,Very low fuel-security,0,Some months but not every month,Some months but not every month,1 or 2 months,,,,Retired,,,,,"£14,901- £24,300 p.a.",3450053,24/11/2022 22:27,24/11/2022 22:29,2,22/11/2022,1,E09000030,E02000891,2
wxovdwgheegkdj2wxovo7rn1ku43l1ts,1,Female,45 to 49,No,Living on my own WITH children under 18,8,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,Neighbours,Close family or friends,,,,Often true,Often true,Often true,Yes,Some months but not every month,Yes,Yes,Yes,Yes,,Often true,Often true,Often true,No,No,,No,No,Very low food security,Renting from private landlord,,Don't know,No,Almost every month,Almost every month,Never,1,3,0,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Almost every month,Working full-time,,,,,,,,"Less than £14,900 p.a.",4976273,27/11/2022 14:59,27/11/2022 15:05,6,27/11/2022,1,E09000016,E02000476,5
x20val8kj7uakrx20393225eecrhf5hl,1,Female,30 to 34,No,Living with partner/ spouse/ older relative WITH children under 18,7,Worse,Some of the time,Some of the time,Not at all,Tend to agree,Foodbank,,Close family or friends,,,Olio,Sometimes true,Sometimes true,Often true,Yes,Almost every month,Yes,Yes,No,No,,Often true,Often true,Sometimes true,No,No,,Yes,No,Very low food security,Renting from private landlord,,Don't know,No,Never,1 or 2 months,Almost every month,0,,0,0,,,,,,,,Marginal fuel-security,0,Almost every month,Some months but not every month,1 or 2 months,,,,,Not working- looking after house/ children,,,,"£24,301- £37,900 p.a.",2568049,22/11/2022 16:23,22/11/2022 16:47,24,22/11/2022,1,E09000028,E02000835,3
xsck9hs49x406lzfzae4xsck9hsogsy6,1,Female,20 to 24,Yes,Living on my own WITH children under 18,7,The same,Some of the time,Some of the time,To some extent,Tend to disagree,Foodbank,,Close family or friends,,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,No,No,,Often true,Often true,Sometimes true,No,No,,Yes,No,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Some months but not every month,1 or 2 months,1 or 2 months,1,30,0,0,,,,,,,,Marginal fuel-security,0,Almost every month,Never,1 or 2 months,,,Unemployed,,Not working- looking after house/ children,,,,"Less than £14,900 p.a.",6400769,22/11/2022 16:05,22/11/2022 16:09,4,22/11/2022,1,E09000004,E02000068,3
y16zfyhv0aqcby16zlkyinrm7gfs0jic,1,Male,35 to 39,No,Living on my own WITH children under 18,5,The same,Often,Often,To some extent,Tend to disagree,Foodbank,Neighbours,,,,,Sometimes true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,No,,Sometimes true,Sometimes true,Sometimes true,No,No,,No,No,Very low food security,Living in a night shelter/ hostel,,Don't know,Don't know,1 or 2 months,1 or 2 months,1 or 2 months,0,,1,0,,,,,,,,Marginal fuel-security,0,Some months but not every month,Some months but not every month,Some months but not every month,,,Unemployed,,,,,,Prefer not to say,6100414,22/11/2022 17:21,22/11/2022 17:29,8,22/11/2022,1,E09000003,E02000053,5
y5n12s9nn8t0gygrqy5n12s9hrqt8jum,1,Female,35 to 39,No,Living with partner/ spouse/ older relative WITH children under 18,6,Worse,Often,Often,Not at all,Definitely disagree,,,,,None of the above,,Often true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,No,,Sometimes true,Sometimes true,Never true,No,No,,Yes,No,Very low food security,Renting from private landlord,,Don't know,No,Some months but not every month,Almost every month,Never,1,120,0,0,,,,,,,,Low fuel-security,0,Almost every month,Never,Some months but not every month,,,,,Not working- looking after house/ children,,,,"£37,901- £58,900 p.a.",6274344,03/12/2022 13:33,03/12/2022 13:42,9,03/12/2022,1,E09000010,E02000292,4
ygb6jn1wgpf5iweygb6jn95secglvhmi,1,Female,45 to 49,No,Living with partner/ spouse/ older relative WITH children under 18,8,Worse,Hardly ever or never,Hardly ever or never,Not at all,Tend to disagree,,Neighbours,,Community or faith group,,Olio,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,No,No,,Sometimes true,Sometimes true,Sometimes true,Yes,No,,Yes,No,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Some months but not every month,Some months but not every month,Some months but not every month,1,104,1,0,,,,,,,,Very low fuel-security,0,Some months but not every month,Some months but not every month,Some months but not every month,Working full-time,,,,,,,,"£14,901- £24,300 p.a.",2062100,22/11/2022 18:09,22/11/2022 18:21,12,22/11/2022,1,E09000030,E02000877,4
14c1n81hrfnoly4c14c1n82p71pjdpqa,1,Female,20 to 24,No,Living on my own WITH children under 18,5,The same,Hardly ever or never,Hardly ever or never,Not at all,Tend to agree,,,,,None of the above,,Sometimes true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,Yes,,Sometimes true,Never true,Never true,No,No,,No,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,No,Some months but not every month,Never,Almost every month,0,,0,0,,,,,,,,Low fuel-security,0,Almost every month,Never,Never,,,,,Not working- looking after house/ children,,,,Prefer not to say,6606264,22/11/2022 21:44,22/11/2022 21:50,6,22/11/2022,1,E09000032,E02000935,4
23ojmin018p14665pm323ojmi7pjs5fc,1,Female,40 to 44,Yes,Living on my own WITH children under 18,3,Worse,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,No,No,Yes,Yes,,Sometimes true,Sometimes true,Sometimes true,Yes,No,,No,No,Very low food security,Renting from private landlord,,B,No,Some months but not every month,Some months but not every month,Some months but not every month,1,5,1,1,,,,,,,,Very low fuel-security,0,Some months but not every month,Some months but not every month,Some months but not every month,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",581590,03/12/2022 13:11,03/12/2022 13:16,5,03/12/2022,1,E09000010,E02000303,2
2phaylq1nxhtj0ns1i2phaylr0rn05aq,1,Female,50 to 54,Yes,Living with partner/ spouse/ older relative WITH children under 18,4,Worse,Some of the time,Often,Not at all,Tend to disagree,,,,Community or faith group,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,No,,Often true,Sometimes true,Never true,No,No,,No,No,Very low food security,Renting from private landlord,,C,No,1 or 2 months,Never,1 or 2 months,0,,0,0,,,,,,,,High fuel-security,0,Some months but not every month,Never,Never,Working full-time,,,,,,Student,,"£37,901- £58,900 p.a.",5899334,27/11/2022 13:51,27/11/2022 13:58,7,27/11/2022,1,E09000010,E02000296,6
53bt0vntmaw7gg8jpz53bt0r7oz4ibz2,1,Male,35 to 39,Prefer not to say,Living with partner/ spouse/ older relative WITH children under 18,8,The same,Some of the time,Some of the time,To some extent,Tend to disagree,Foodbank,,,Community or faith group,,,Sometimes true,Sometimes true,Never true,Yes,Some months but not every month,Yes,Yes,Yes,No,,Sometimes true,Sometimes true,Sometimes true,No,No,,Yes,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,No,Some months but not every month,Some months but not every month,Some months but not every month,0,,1,1,,,,,,,,Very low fuel-security,0,Some months but not every month,Some months but not every month,Some months but not every month,,,Unemployed,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",6435551,28/11/2022 05:57,28/11/2022 06:06,9,27/11/2022,1,E09000030,E02000864,3
547i9ubtabpdcxgeemmvg547i9ubta6b,1,Female,50 to 54,Yes,Living on my own WITH children under 18,3,Much worse,Often,Often,To some extent,Definitely disagree,,,,,None of the above,,Often true,Sometimes true,Often true,Yes,Some months but not every month,Yes,Yes,No,No,,Sometimes true,Sometimes true,Sometimes true,No,No,,Yes,No,Very low food security,Living in rented accommodation from Housing Association,,B,Yes,Some months but not every month,Almost every month,Never,1,5,1,1,,,,,,,,Low fuel-security,0,Almost every month,Some months but not every month,Almost every month,,,,,,Not working- long term sick or disabled,,,"£14,901- £24,300 p.a.",6192098,27/11/2022 16:29,27/11/2022 16:36,7,27/11/2022,0,E09000003,E02000054,4
5mrwh4n4fuoe2y0u45mrwhybzg7xr5j2,1,Female,40 to 44,Yes,Living on my own WITH children under 18,5,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,,Olio,Sometimes true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,No,,Often true,Often true,Never true,No,No,,No,No,Very low food security,Renting from private landlord,,E,No,Never,Never,Never,1,10,0,0,,,,,,,,High fuel-security,0,Some months but not every month,Never,Never,Working full-time,,,,,,,,"Less than £14,900 p.a.",701171,28/11/2022 12:15,28/11/2022 12:26,11,27/11/2022,1,E09000024,E02000693,8
7nkosybw5cvskxo40jd7nkosybciupnt,1,Female,35 to 39,No,Living on my own WITH children under 18,5,Worse,Hardly ever or never,Some of the time,To some extent,Tend to agree,Foodbank,,Close family or friends,,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,Yes,,Sometimes true,Never true,Never true,No,No,,No,No,Very low food security,Renting from private landlord,,Don't know,No,Almost every month,Almost every month,Some months but not every month,0,,0,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Some months but not every month,,Working part-time,,,,,,,"Less than £14,900 p.a.",965627,22/11/2022 18:51,22/11/2022 18:57,6,22/11/2022,1,E09000023,E02000676,6
